RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,hti
406,Sao Tome and Principe,M,Marital status,Married or living together,... for at least one specific reason,01/01/2008,20.2,10051
406,Sao Tome and Principe,M,Marital status,Never married,... for at least one specific reason,01/01/2008,23.2,10052
406,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2008,21.5,10053
126,Sao Tome and Principe,M,Marital status,Married or living together,... if she argues with him,01/01/2008,8.3,10054
126,Sao Tome and Principe,M,Marital status,Never married,... if she argues with him,01/01/2008,11.9,10055
126,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2008,10.4,10056
56,Sao Tome and Principe,M,Marital status,Married or living together,... if she burns the food,01/01/2008,5.4,10057
56,Sao Tome and Principe,M,Marital status,Never married,... if she burns the food,01/01/2008,7.6,10058
56,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2008,6.8,10059
196,Sao Tome and Principe,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2008,13,10060
196,Sao Tome and Principe,M,Marital status,Never married,... if she goes out without telling him,01/01/2008,10.3,10061
196,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2008,12.1,10062
266,Sao Tome and Principe,M,Marital status,Married or living together,... if she neglects the children,01/01/2008,12.9,10063
266,Sao Tome and Principe,M,Marital status,Never married,... if she neglects the children,01/01/2008,14.9,10064
266,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2008,15,10065
336,Sao Tome and Principe,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2008,4.7,10066
336,Sao Tome and Principe,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2008,6,10067
336,Sao Tome and Principe,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2008,6.2,10068
406,Sao Tome and Principe,M,Residence,Rural,... for at least one specific reason,01/01/2008,26.3,10069
406,Sao Tome and Principe,M,Residence,Urban,... for at least one specific reason,01/01/2008,16.8,10070
126,Sao Tome and Principe,M,Residence,Rural,... if she argues with him,01/01/2008,10.9,10071
126,Sao Tome and Principe,M,Residence,Urban,... if she argues with him,01/01/2008,9.2,10072
56,Sao Tome and Principe,M,Residence,Rural,... if she burns the food,01/01/2008,7.5,10073
56,Sao Tome and Principe,M,Residence,Urban,... if she burns the food,01/01/2008,5.4,10074
196,Sao Tome and Principe,M,Residence,Rural,... if she goes out without telling him,01/01/2008,15.4,10075
196,Sao Tome and Principe,M,Residence,Urban,... if she goes out without telling him,01/01/2008,7.8,10076
266,Sao Tome and Principe,M,Residence,Rural,... if she neglects the children,01/01/2008,17.7,10077
266,Sao Tome and Principe,M,Residence,Urban,... if she neglects the children,01/01/2008,10.1,10078
336,Sao Tome and Principe,M,Residence,Rural,... if she refuses to have sex with him,01/01/2008,6.3,10079
336,Sao Tome and Principe,M,Residence,Urban,... if she refuses to have sex with him,01/01/2008,4.6,10080
407,Senegal,F,Age,15-24,... for at least one specific reason,01/01/2017,46.3,10081
407,Senegal,F,Age,25-34,... for at least one specific reason,01/01/2017,45.3,10082
407,Senegal,F,Age,35-49,... for at least one specific reason,01/01/2017,45.3,10083
127,Senegal,F,Age,15-24,... if she argues with him,01/01/2017,36,10084
127,Senegal,F,Age,25-34,... if she argues with him,01/01/2017,34.1,10085
127,Senegal,F,Age,35-49,... if she argues with him,01/01/2017,36.1,10086
57,Senegal,F,Age,15-24,... if she burns the food,01/01/2017,22.3,10087
57,Senegal,F,Age,25-34,... if she burns the food,01/01/2017,21.1,10088
57,Senegal,F,Age,35-49,... if she burns the food,01/01/2017,22.9,10089
197,Senegal,F,Age,15-24,... if she goes out without telling him,01/01/2017,32.4,10090
197,Senegal,F,Age,25-34,... if she goes out without telling him,01/01/2017,33.2,10091
197,Senegal,F,Age,35-49,... if she goes out without telling him,01/01/2017,34.4,10092
267,Senegal,F,Age,15-24,... if she neglects the children,01/01/2017,35.4,10093
267,Senegal,F,Age,25-34,... if she neglects the children,01/01/2017,34.9,10094
267,Senegal,F,Age,35-49,... if she neglects the children,01/01/2017,35.8,10095
337,Senegal,F,Age,15-24,... if she refuses to have sex with him,01/01/2017,33.1,10096
337,Senegal,F,Age,25-34,... if she refuses to have sex with him,01/01/2017,35.6,10097
337,Senegal,F,Age,35-49,... if she refuses to have sex with him,01/01/2017,37.8,10098
407,Senegal,F,Education,Higher,... for at least one specific reason,01/01/2017,9.7,10099
407,Senegal,F,Education,No education,... for at least one specific reason,01/01/2017,59,10100
407,Senegal,F,Education,Primary,... for at least one specific reason,01/01/2017,39.5,10101
407,Senegal,F,Education,Secondary,... for at least one specific reason,01/01/2017,34,10102
127,Senegal,F,Education,Higher,... if she argues with him,01/01/2017,2.9,10103
127,Senegal,F,Education,No education,... if she argues with him,01/01/2017,48.6,10104
127,Senegal,F,Education,Primary,... if she argues with him,01/01/2017,29.6,10105
127,Senegal,F,Education,Secondary,... if she argues with him,01/01/2017,22.9,10106
57,Senegal,F,Education,Higher,... if she burns the food,01/01/2017,1.4,10107
57,Senegal,F,Education,No education,... if she burns the food,01/01/2017,30.9,10108
57,Senegal,F,Education,Primary,... if she burns the food,01/01/2017,19.1,10109
57,Senegal,F,Education,Secondary,... if she burns the food,01/01/2017,12.7,10110
197,Senegal,F,Education,Higher,... if she goes out without telling him,01/01/2017,2.4,10111
197,Senegal,F,Education,No education,... if she goes out without telling him,01/01/2017,46.9,10112
197,Senegal,F,Education,Primary,... if she goes out without telling him,01/01/2017,27.7,10113
197,Senegal,F,Education,Secondary,... if she goes out without telling him,01/01/2017,19.3,10114
267,Senegal,F,Education,Higher,... if she neglects the children,01/01/2017,8.4,10115
267,Senegal,F,Education,No education,... if she neglects the children,01/01/2017,46.8,10116
267,Senegal,F,Education,Primary,... if she neglects the children,01/01/2017,29.8,10117
267,Senegal,F,Education,Secondary,... if she neglects the children,01/01/2017,24.7,10118
337,Senegal,F,Education,Higher,... if she refuses to have sex with him,01/01/2017,2.9,10119
337,Senegal,F,Education,No education,... if she refuses to have sex with him,01/01/2017,50.7,10120
337,Senegal,F,Education,Primary,... if she refuses to have sex with him,01/01/2017,28.3,10121
337,Senegal,F,Education,Secondary,... if she refuses to have sex with him,01/01/2017,19.4,10122
407,Senegal,F,Employment,Employed for cash,... for at least one specific reason,01/01/2017,42.7,10123
407,Senegal,F,Employment,Employed for kind,... for at least one specific reason,01/01/2017,55.8,10124
407,Senegal,F,Employment,Unemployed,... for at least one specific reason,01/01/2017,45.7,10125
127,Senegal,F,Employment,Employed for cash,... if she argues with him,01/01/2017,32.4,10126
127,Senegal,F,Employment,Employed for kind,... if she argues with him,01/01/2017,46.2,10127
127,Senegal,F,Employment,Unemployed,... if she argues with him,01/01/2017,35.1,10128
57,Senegal,F,Employment,Employed for cash,... if she burns the food,01/01/2017,20.3,10129
57,Senegal,F,Employment,Employed for kind,... if she burns the food,01/01/2017,28.6,10130
57,Senegal,F,Employment,Unemployed,... if she burns the food,01/01/2017,21.9,10131
197,Senegal,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2017,30.9,10132
197,Senegal,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2017,44,10133
197,Senegal,F,Employment,Unemployed,... if she goes out without telling him,01/01/2017,32.1,10134
267,Senegal,F,Employment,Employed for cash,... if she neglects the children,01/01/2017,32.8,10135
267,Senegal,F,Employment,Employed for kind,... if she neglects the children,01/01/2017,44.7,10136
267,Senegal,F,Employment,Unemployed,... if she neglects the children,01/01/2017,35,10137
337,Senegal,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2017,33.4,10138
337,Senegal,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2017,44.6,10139
337,Senegal,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2017,33.9,10140
407,Senegal,F,Marital status,Married or living together,... for at least one specific reason,01/01/2017,50.9,10141
407,Senegal,F,Marital status,Never married,... for at least one specific reason,01/01/2017,36.4,10142
407,Senegal,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2017,34.5,10143
127,Senegal,F,Marital status,Married or living together,... if she argues with him,01/01/2017,41.1,10144
127,Senegal,F,Marital status,Never married,... if she argues with him,01/01/2017,25.2,10145
127,Senegal,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2017,23.8,10146
57,Senegal,F,Marital status,Married or living together,... if she burns the food,01/01/2017,26,10147
57,Senegal,F,Marital status,Never married,... if she burns the food,01/01/2017,14.9,10148
57,Senegal,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2017,14.5,10149
197,Senegal,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2017,39.1,10150
197,Senegal,F,Marital status,Never married,... if she goes out without telling him,01/01/2017,22.2,10151
197,Senegal,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2017,22.3,10152
267,Senegal,F,Marital status,Married or living together,... if she neglects the children,01/01/2017,40.2,10153
267,Senegal,F,Marital status,Never married,... if she neglects the children,01/01/2017,26.7,10154
267,Senegal,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2017,24.5,10155
337,Senegal,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2017,42.7,10156
337,Senegal,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2017,20.3,10157
337,Senegal,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2017,27.1,10158
407,Senegal,F,Residence,Rural,... for at least one specific reason,01/01/2017,59.7,10159
407,Senegal,F,Residence,Urban,... for at least one specific reason,01/01/2017,31.6,10160
127,Senegal,F,Residence,Rural,... if she argues with him,01/01/2017,49.2,10161
127,Senegal,F,Residence,Urban,... if she argues with him,01/01/2017,21.5,10162
57,Senegal,F,Residence,Rural,... if she burns the food,01/01/2017,30.9,10163
57,Senegal,F,Residence,Urban,... if she burns the food,01/01/2017,13.2,10164
197,Senegal,F,Residence,Rural,... if she goes out without telling him,01/01/2017,47.4,10165
197,Senegal,F,Residence,Urban,... if she goes out without telling him,01/01/2017,18.9,10166
267,Senegal,F,Residence,Rural,... if she neglects the children,01/01/2017,47.1,10167
267,Senegal,F,Residence,Urban,... if she neglects the children,01/01/2017,23.5,10168
337,Senegal,F,Residence,Rural,... if she refuses to have sex with him,01/01/2017,50.5,10169
337,Senegal,F,Residence,Urban,... if she refuses to have sex with him,01/01/2017,19.6,10170
407,Senegal,M,Age,15-24,... for at least one specific reason,01/01/2017,36.8,10171
407,Senegal,M,Age,25-34,... for at least one specific reason,01/01/2017,22.3,10172
407,Senegal,M,Age,35-49,... for at least one specific reason,01/01/2017,18.5,10173
127,Senegal,M,Age,15-24,... if she argues with him,01/01/2017,25.2,10174
127,Senegal,M,Age,25-34,... if she argues with him,01/01/2017,15.5,10175
127,Senegal,M,Age,35-49,... if she argues with him,01/01/2017,11.4,10176
57,Senegal,M,Age,15-24,... if she burns the food,01/01/2017,9.4,10177
57,Senegal,M,Age,25-34,... if she burns the food,01/01/2017,4.6,10178
57,Senegal,M,Age,35-49,... if she burns the food,01/01/2017,3.2,10179
197,Senegal,M,Age,15-24,... if she goes out without telling him,01/01/2017,19.6,10180
197,Senegal,M,Age,25-34,... if she goes out without telling him,01/01/2017,10.5,10181
197,Senegal,M,Age,35-49,... if she goes out without telling him,01/01/2017,8.8,10182
267,Senegal,M,Age,15-24,... if she neglects the children,01/01/2017,22.8,10183
267,Senegal,M,Age,25-34,... if she neglects the children,01/01/2017,12.9,10184
267,Senegal,M,Age,35-49,... if she neglects the children,01/01/2017,11.4,10185
337,Senegal,M,Age,15-24,... if she refuses to have sex with him,01/01/2017,15.4,10186
337,Senegal,M,Age,25-34,... if she refuses to have sex with him,01/01/2017,9.5,10187
337,Senegal,M,Age,35-49,... if she refuses to have sex with him,01/01/2017,6.7,10188
407,Senegal,M,Education,Higher,... for at least one specific reason,01/01/2017,7.8,10189
407,Senegal,M,Education,No education,... for at least one specific reason,01/01/2017,33.2,10190
407,Senegal,M,Education,Primary,... for at least one specific reason,01/01/2017,27.6,10191
407,Senegal,M,Education,Secondary,... for at least one specific reason,01/01/2017,26.7,10192
127,Senegal,M,Education,Higher,... if she argues with him,01/01/2017,3.3,10193
127,Senegal,M,Education,No education,... if she argues with him,01/01/2017,22.9,10194
127,Senegal,M,Education,Primary,... if she argues with him,01/01/2017,18.9,10195
127,Senegal,M,Education,Secondary,... if she argues with him,01/01/2017,17.7,10196
57,Senegal,M,Education,Higher,... if she burns the food,01/01/2017,1.1,10197
57,Senegal,M,Education,No education,... if she burns the food,01/01/2017,7.5,10198
57,Senegal,M,Education,Primary,... if she burns the food,01/01/2017,6.5,10199
57,Senegal,M,Education,Secondary,... if she burns the food,01/01/2017,6.3,10200
197,Senegal,M,Education,Higher,... if she goes out without telling him,01/01/2017,3.3,10201
197,Senegal,M,Education,No education,... if she goes out without telling him,01/01/2017,18.3,10202
197,Senegal,M,Education,Primary,... if she goes out without telling him,01/01/2017,13.9,10203
197,Senegal,M,Education,Secondary,... if she goes out without telling him,01/01/2017,12.1,10204
267,Senegal,M,Education,Higher,... if she neglects the children,01/01/2017,3.1,10205
267,Senegal,M,Education,No education,... if she neglects the children,01/01/2017,20.9,10206
267,Senegal,M,Education,Primary,... if she neglects the children,01/01/2017,15.8,10207
267,Senegal,M,Education,Secondary,... if she neglects the children,01/01/2017,16.8,10208
337,Senegal,M,Education,Higher,... if she refuses to have sex with him,01/01/2017,0.8,10209
337,Senegal,M,Education,No education,... if she refuses to have sex with him,01/01/2017,15.7,10210
337,Senegal,M,Education,Primary,... if she refuses to have sex with him,01/01/2017,11.7,10211
337,Senegal,M,Education,Secondary,... if she refuses to have sex with him,01/01/2017,8.8,10212
407,Senegal,M,Employment,Employed for cash,... for at least one specific reason,01/01/2017,22.2,10213
407,Senegal,M,Employment,Employed for kind,... for at least one specific reason,01/01/2017,41.1,10214
407,Senegal,M,Employment,Unemployed,... for at least one specific reason,01/01/2017,22.2,10215
127,Senegal,M,Employment,Employed for cash,... if she argues with him,01/01/2017,14.6,10216
127,Senegal,M,Employment,Employed for kind,... if she argues with him,01/01/2017,28.6,10217
127,Senegal,M,Employment,Unemployed,... if she argues with him,01/01/2017,14.2,10218
57,Senegal,M,Employment,Employed for cash,... if she burns the food,01/01/2017,4.5,10219
57,Senegal,M,Employment,Employed for kind,... if she burns the food,01/01/2017,10.9,10220
57,Senegal,M,Employment,Unemployed,... if she burns the food,01/01/2017,4.1,10221
197,Senegal,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2017,10.1,10222
197,Senegal,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2017,23.2,10223
197,Senegal,M,Employment,Unemployed,... if she goes out without telling him,01/01/2017,10.9,10224
267,Senegal,M,Employment,Employed for cash,... if she neglects the children,01/01/2017,13.1,10225
267,Senegal,M,Employment,Employed for kind,... if she neglects the children,01/01/2017,25.7,10226
267,Senegal,M,Employment,Unemployed,... if she neglects the children,01/01/2017,13.6,10227
337,Senegal,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2017,8.7,10228
337,Senegal,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2017,19,10229
337,Senegal,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2017,6,10230
407,Senegal,M,Marital status,Married or living together,... for at least one specific reason,01/01/2017,22,10231
407,Senegal,M,Marital status,Never married,... for at least one specific reason,01/01/2017,31.3,10232
407,Senegal,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2017,24.7,10233
127,Senegal,M,Marital status,Married or living together,... if she argues with him,01/01/2017,14.4,10234
127,Senegal,M,Marital status,Never married,... if she argues with him,01/01/2017,21.3,10235
127,Senegal,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2017,15.3,10236
57,Senegal,M,Marital status,Married or living together,... if she burns the food,01/01/2017,4.7,10237
57,Senegal,M,Marital status,Never married,... if she burns the food,01/01/2017,7.5,10238
57,Senegal,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2017,2.6,10239
197,Senegal,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2017,11.2,10240
197,Senegal,M,Marital status,Never married,... if she goes out without telling him,01/01/2017,15.9,10241
197,Senegal,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2017,10.9,10242
267,Senegal,M,Marital status,Married or living together,... if she neglects the children,01/01/2017,13.8,10243
267,Senegal,M,Marital status,Never married,... if she neglects the children,01/01/2017,18.9,10244
267,Senegal,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2017,12.2,10245
337,Senegal,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2017,9.2,10246
337,Senegal,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2017,12.7,10247
337,Senegal,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2017,8.7,10248
407,Senegal,M,Residence,Rural,... for at least one specific reason,01/01/2017,37.6,10249
407,Senegal,M,Residence,Urban,... for at least one specific reason,01/01/2017,19,10250
127,Senegal,M,Residence,Rural,... if she argues with him,01/01/2017,25.4,10251
127,Senegal,M,Residence,Urban,... if she argues with him,01/01/2017,12.8,10252
57,Senegal,M,Residence,Rural,... if she burns the food,01/01/2017,10.3,10253
57,Senegal,M,Residence,Urban,... if she burns the food,01/01/2017,2.9,10254
197,Senegal,M,Residence,Rural,... if she goes out without telling him,01/01/2017,20.9,10255
197,Senegal,M,Residence,Urban,... if she goes out without telling him,01/01/2017,8,10256
267,Senegal,M,Residence,Rural,... if she neglects the children,01/01/2017,24.3,10257
267,Senegal,M,Residence,Urban,... if she neglects the children,01/01/2017,10.4,10258
337,Senegal,M,Residence,Rural,... if she refuses to have sex with him,01/01/2017,17.9,10259
337,Senegal,M,Residence,Urban,... if she refuses to have sex with him,01/01/2017,5.5,10260
408,Sierra Leone,F,Age,15-24,... for at least one specific reason,01/01/2013,58.8,10261
408,Sierra Leone,F,Age,25-34,... for at least one specific reason,01/01/2013,66,10262
408,Sierra Leone,F,Age,35-49,... for at least one specific reason,01/01/2013,64.8,10263
128,Sierra Leone,F,Age,15-24,... if she argues with him,01/01/2013,44.3,10264
128,Sierra Leone,F,Age,25-34,... if she argues with him,01/01/2013,49.6,10265
128,Sierra Leone,F,Age,35-49,... if she argues with him,01/01/2013,49.7,10266
58,Sierra Leone,F,Age,15-24,... if she burns the food,01/01/2013,16.9,10267
58,Sierra Leone,F,Age,25-34,... if she burns the food,01/01/2013,19.6,10268
58,Sierra Leone,F,Age,35-49,... if she burns the food,01/01/2013,18.7,10269
198,Sierra Leone,F,Age,15-24,... if she goes out without telling him,01/01/2013,48.6,10270
198,Sierra Leone,F,Age,25-34,... if she goes out without telling him,01/01/2013,56.2,10271
198,Sierra Leone,F,Age,35-49,... if she goes out without telling him,01/01/2013,55.3,10272
268,Sierra Leone,F,Age,15-24,... if she neglects the children,01/01/2013,49.1,10273
268,Sierra Leone,F,Age,25-34,... if she neglects the children,01/01/2013,55.7,10274
268,Sierra Leone,F,Age,35-49,... if she neglects the children,01/01/2013,55,10275
338,Sierra Leone,F,Age,15-24,... if she refuses to have sex with him,01/01/2013,21.6,10276
338,Sierra Leone,F,Age,25-34,... if she refuses to have sex with him,01/01/2013,28.2,10277
338,Sierra Leone,F,Age,35-49,... if she refuses to have sex with him,01/01/2013,28.8,10278
408,Sierra Leone,F,Education,Higher,... for at least one specific reason,01/01/2013,32.3,10279
408,Sierra Leone,F,Education,No education,... for at least one specific reason,01/01/2013,69.3,10280
408,Sierra Leone,F,Education,Primary,... for at least one specific reason,01/01/2013,59.4,10281
408,Sierra Leone,F,Education,Secondary,... for at least one specific reason,01/01/2013,54.6,10282
128,Sierra Leone,F,Education,Higher,... if she argues with him,01/01/2013,17,10283
128,Sierra Leone,F,Education,No education,... if she argues with him,01/01/2013,55,10284
128,Sierra Leone,F,Education,Primary,... if she argues with him,01/01/2013,43,10285
128,Sierra Leone,F,Education,Secondary,... if she argues with him,01/01/2013,37.9,10286
58,Sierra Leone,F,Education,Higher,... if she burns the food,01/01/2013,4,10287
58,Sierra Leone,F,Education,No education,... if she burns the food,01/01/2013,22,10288
58,Sierra Leone,F,Education,Primary,... if she burns the food,01/01/2013,17.6,10289
58,Sierra Leone,F,Education,Secondary,... if she burns the food,01/01/2013,12.7,10290
198,Sierra Leone,F,Education,Higher,... if she goes out without telling him,01/01/2013,25.3,10291
198,Sierra Leone,F,Education,No education,... if she goes out without telling him,01/01/2013,59.4,10292
198,Sierra Leone,F,Education,Primary,... if she goes out without telling him,01/01/2013,50.3,10293
198,Sierra Leone,F,Education,Secondary,... if she goes out without telling him,01/01/2013,44.1,10294
268,Sierra Leone,F,Education,Higher,... if she neglects the children,01/01/2013,24.2,10295
268,Sierra Leone,F,Education,No education,... if she neglects the children,01/01/2013,59.3,10296
268,Sierra Leone,F,Education,Primary,... if she neglects the children,01/01/2013,50.9,10297
268,Sierra Leone,F,Education,Secondary,... if she neglects the children,01/01/2013,44.2,10298
338,Sierra Leone,F,Education,Higher,... if she refuses to have sex with him,01/01/2013,6,10299
338,Sierra Leone,F,Education,No education,... if she refuses to have sex with him,01/01/2013,32,10300
338,Sierra Leone,F,Education,Primary,... if she refuses to have sex with him,01/01/2013,24.2,10301
338,Sierra Leone,F,Education,Secondary,... if she refuses to have sex with him,01/01/2013,16.1,10302
408,Sierra Leone,F,Employment,Employed for cash,... for at least one specific reason,01/01/2013,61.2,10303
408,Sierra Leone,F,Employment,Employed for kind,... for at least one specific reason,01/01/2013,70.9,10304
408,Sierra Leone,F,Employment,Unemployed,... for at least one specific reason,01/01/2013,51.3,10305
128,Sierra Leone,F,Employment,Employed for cash,... if she argues with him,01/01/2013,47.5,10306
128,Sierra Leone,F,Employment,Employed for kind,... if she argues with him,01/01/2013,54.3,10307
128,Sierra Leone,F,Employment,Unemployed,... if she argues with him,01/01/2013,36.3,10308
58,Sierra Leone,F,Employment,Employed for cash,... if she burns the food,01/01/2013,17,10309
58,Sierra Leone,F,Employment,Employed for kind,... if she burns the food,01/01/2013,23.3,10310
58,Sierra Leone,F,Employment,Unemployed,... if she burns the food,01/01/2013,11.5,10311
198,Sierra Leone,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2013,49.4,10312
198,Sierra Leone,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2013,61.7,10313
198,Sierra Leone,F,Employment,Unemployed,... if she goes out without telling him,01/01/2013,42.3,10314
268,Sierra Leone,F,Employment,Employed for cash,... if she neglects the children,01/01/2013,51.4,10315
268,Sierra Leone,F,Employment,Employed for kind,... if she neglects the children,01/01/2013,60.6,10316
268,Sierra Leone,F,Employment,Unemployed,... if she neglects the children,01/01/2013,41.7,10317
338,Sierra Leone,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2013,26.2,10318
338,Sierra Leone,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2013,30.2,10319
338,Sierra Leone,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2013,17.9,10320
408,Sierra Leone,F,Marital status,Married or living together,... for at least one specific reason,01/01/2013,67.9,10321
408,Sierra Leone,F,Marital status,Never married,... for at least one specific reason,01/01/2013,51.4,10322
408,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2013,60.8,10323
128,Sierra Leone,F,Marital status,Married or living together,... if she argues with him,01/01/2013,52.4,10324
128,Sierra Leone,F,Marital status,Never married,... if she argues with him,01/01/2013,37.2,10325
128,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2013,43.6,10326
58,Sierra Leone,F,Marital status,Married or living together,... if she burns the food,01/01/2013,20.6,10327
58,Sierra Leone,F,Marital status,Never married,... if she burns the food,01/01/2013,13.7,10328
58,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2013,15.1,10329
198,Sierra Leone,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2013,58.1,10330
198,Sierra Leone,F,Marital status,Never married,... if she goes out without telling him,01/01/2013,41.8,10331
198,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2013,49.6,10332
268,Sierra Leone,F,Marital status,Married or living together,... if she neglects the children,01/01/2013,57.5,10333
268,Sierra Leone,F,Marital status,Never married,... if she neglects the children,01/01/2013,43,10334
268,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2013,50.3,10335
338,Sierra Leone,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2013,30.5,10336
338,Sierra Leone,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2013,16,10337
338,Sierra Leone,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2013,21.2,10338
408,Sierra Leone,F,Residence,Rural,... for at least one specific reason,01/01/2013,66.6,10339
408,Sierra Leone,F,Residence,Urban,... for at least one specific reason,01/01/2013,55.9,10340
128,Sierra Leone,F,Residence,Rural,... if she argues with him,01/01/2013,52.9,10341
128,Sierra Leone,F,Residence,Urban,... if she argues with him,01/01/2013,37.9,10342
58,Sierra Leone,F,Residence,Rural,... if she burns the food,01/01/2013,22.3,10343
58,Sierra Leone,F,Residence,Urban,... if she burns the food,01/01/2013,11,10344
198,Sierra Leone,F,Residence,Rural,... if she goes out without telling him,01/01/2013,57.3,10345
198,Sierra Leone,F,Residence,Urban,... if she goes out without telling him,01/01/2013,45,10346
268,Sierra Leone,F,Residence,Rural,... if she neglects the children,01/01/2013,57.5,10347
268,Sierra Leone,F,Residence,Urban,... if she neglects the children,01/01/2013,44.6,10348
338,Sierra Leone,F,Residence,Rural,... if she refuses to have sex with him,01/01/2013,30.7,10349
338,Sierra Leone,F,Residence,Urban,... if she refuses to have sex with him,01/01/2013,16.9,10350
408,Sierra Leone,M,Age,15-24,... for at least one specific reason,01/01/2013,34.4,10351
408,Sierra Leone,M,Age,25-34,... for at least one specific reason,01/01/2013,35.9,10352
408,Sierra Leone,M,Age,35-49,... for at least one specific reason,01/01/2013,32.6,10353
128,Sierra Leone,M,Age,15-24,... if she argues with him,01/01/2013,24.3,10354
128,Sierra Leone,M,Age,25-34,... if she argues with him,01/01/2013,26.4,10355
128,Sierra Leone,M,Age,35-49,... if she argues with him,01/01/2013,22.5,10356
58,Sierra Leone,M,Age,15-24,... if she burns the food,01/01/2013,5.5,10357
58,Sierra Leone,M,Age,25-34,... if she burns the food,01/01/2013,5.5,10358
58,Sierra Leone,M,Age,35-49,... if she burns the food,01/01/2013,3.6,10359
198,Sierra Leone,M,Age,15-24,... if she goes out without telling him,01/01/2013,19.4,10360
198,Sierra Leone,M,Age,25-34,... if she goes out without telling him,01/01/2013,21.2,10361
198,Sierra Leone,M,Age,35-49,... if she goes out without telling him,01/01/2013,19.1,10362
268,Sierra Leone,M,Age,15-24,... if she neglects the children,01/01/2013,21.3,10363
268,Sierra Leone,M,Age,25-34,... if she neglects the children,01/01/2013,23.8,10364
268,Sierra Leone,M,Age,35-49,... if she neglects the children,01/01/2013,22,10365
338,Sierra Leone,M,Age,15-24,... if she refuses to have sex with him,01/01/2013,9.4,10366
338,Sierra Leone,M,Age,25-34,... if she refuses to have sex with him,01/01/2013,10.2,10367
338,Sierra Leone,M,Age,35-49,... if she refuses to have sex with him,01/01/2013,9.3,10368
408,Sierra Leone,M,Education,Higher,... for at least one specific reason,01/01/2013,20,10369
408,Sierra Leone,M,Education,No education,... for at least one specific reason,01/01/2013,39,10370
408,Sierra Leone,M,Education,Primary,... for at least one specific reason,01/01/2013,34.1,10371
408,Sierra Leone,M,Education,Secondary,... for at least one specific reason,01/01/2013,31.6,10372
