RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,HDI
198,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2013,23.4,182
268,Sierra Leone,M,Marital status,Married or living together,... if she neglects the children,01/01/2013,23.6,182
268,Sierra Leone,M,Marital status,Never married,... if she neglects the children,01/01/2013,20.4,182
268,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2013,26.2,182
338,Sierra Leone,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2013,10,182
338,Sierra Leone,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2013,9.2,182
338,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2013,7.9,182
408,Sierra Leone,M,Residence,Rural,... for at least one specific reason,01/01/2013,37.7,182
408,Sierra Leone,M,Residence,Urban,... for at least one specific reason,01/01/2013,28.5,182
128,Sierra Leone,M,Residence,Rural,... if she argues with him,01/01/2013,26.9,182
128,Sierra Leone,M,Residence,Urban,... if she argues with him,01/01/2013,20,182
58,Sierra Leone,M,Residence,Rural,... if she burns the food,01/01/2013,4.5,182
58,Sierra Leone,M,Residence,Urban,... if she burns the food,01/01/2013,5.3,182
198,Sierra Leone,M,Residence,Rural,... if she goes out without telling him,01/01/2013,23,182
198,Sierra Leone,M,Residence,Urban,... if she goes out without telling him,01/01/2013,14.5,182
268,Sierra Leone,M,Residence,Rural,... if she neglects the children,01/01/2013,25.8,182
268,Sierra Leone,M,Residence,Urban,... if she neglects the children,01/01/2013,16.6,182
338,Sierra Leone,M,Residence,Rural,... if she refuses to have sex with him,01/01/2013,11.1,182
338,Sierra Leone,M,Residence,Urban,... if she refuses to have sex with him,01/01/2013,7.1,182
409,South Africa,F,Age,15-24,... for at least one specific reason,01/01/2016,6.4,114
409,South Africa,F,Age,25-34,... for at least one specific reason,01/01/2016,5.1,114
409,South Africa,F,Age,35-49,... for at least one specific reason,01/01/2016,5.1,114
129,South Africa,F,Age,15-24,... if she argues with him,01/01/2016,2.7,114
129,South Africa,F,Age,25-34,... if she argues with him,01/01/2016,2.1,114
129,South Africa,F,Age,35-49,... if she argues with him,01/01/2016,1.9,114
59,South Africa,F,Age,15-24,... if she burns the food,01/01/2016,1.2,114
59,South Africa,F,Age,25-34,... if she burns the food,01/01/2016,1,114
59,South Africa,F,Age,35-49,... if she burns the food,01/01/2016,0.7,114
199,South Africa,F,Age,15-24,... if she goes out without telling him,01/01/2016,2.2,114
199,South Africa,F,Age,25-34,... if she goes out without telling him,01/01/2016,2.1,114
199,South Africa,F,Age,35-49,... if she goes out without telling him,01/01/2016,2,114
269,South Africa,F,Age,15-24,... if she neglects the children,01/01/2016,4.7,114
269,South Africa,F,Age,25-34,... if she neglects the children,01/01/2016,3.4,114
269,South Africa,F,Age,35-49,... if she neglects the children,01/01/2016,3.4,114
339,South Africa,F,Age,15-24,... if she refuses to have sex with him,01/01/2016,1,114
339,South Africa,F,Age,25-34,... if she refuses to have sex with him,01/01/2016,0.8,114
339,South Africa,F,Age,35-49,... if she refuses to have sex with him,01/01/2016,1.1,114
409,South Africa,F,Education,Higher,... for at least one specific reason,01/01/2016,1.1,114
409,South Africa,F,Education,No education,... for at least one specific reason,01/01/2016,6.8,114
409,South Africa,F,Education,Primary,... for at least one specific reason,01/01/2016,9.9,114
409,South Africa,F,Education,Secondary,... for at least one specific reason,01/01/2016,5.6,114
129,South Africa,F,Education,Higher,... if she argues with him,01/01/2016,0.5,114
129,South Africa,F,Education,No education,... if she argues with him,01/01/2016,2.9,114
129,South Africa,F,Education,Primary,... if she argues with him,01/01/2016,4.2,114
129,South Africa,F,Education,Secondary,... if she argues with him,01/01/2016,2.2,114
59,South Africa,F,Education,Higher,... if she burns the food,01/01/2016,0.2,114
59,South Africa,F,Education,No education,... if she burns the food,01/01/2016,1.6,114
59,South Africa,F,Education,Primary,... if she burns the food,01/01/2016,2.4,114
59,South Africa,F,Education,Secondary,... if she burns the food,01/01/2016,0.9,114
199,South Africa,F,Education,Higher,... if she goes out without telling him,01/01/2016,0.3,114
199,South Africa,F,Education,No education,... if she goes out without telling him,01/01/2016,2.2,114
199,South Africa,F,Education,Primary,... if she goes out without telling him,01/01/2016,4.8,114
199,South Africa,F,Education,Secondary,... if she goes out without telling him,01/01/2016,2.1,114
269,South Africa,F,Education,Higher,... if she neglects the children,01/01/2016,0.6,114
269,South Africa,F,Education,No education,... if she neglects the children,01/01/2016,2.8,114
269,South Africa,F,Education,Primary,... if she neglects the children,01/01/2016,6.9,114
269,South Africa,F,Education,Secondary,... if she neglects the children,01/01/2016,4,114
339,South Africa,F,Education,Higher,... if she refuses to have sex with him,01/01/2016,0.1,114
339,South Africa,F,Education,No education,... if she refuses to have sex with him,01/01/2016,2.2,114
339,South Africa,F,Education,Primary,... if she refuses to have sex with him,01/01/2016,1.9,114
339,South Africa,F,Education,Secondary,... if she refuses to have sex with him,01/01/2016,1,114
409,South Africa,F,Employment,Employed for cash,... for at least one specific reason,01/01/2016,5,114
409,South Africa,F,Employment,Employed for kind,... for at least one specific reason,01/01/2016,8.8,114
409,South Africa,F,Employment,Unemployed,... for at least one specific reason,01/01/2016,5.8,114
129,South Africa,F,Employment,Employed for cash,... if she argues with him,01/01/2016,1.9,114
129,South Africa,F,Employment,Employed for kind,... if she argues with him,01/01/2016,2.1,114
129,South Africa,F,Employment,Unemployed,... if she argues with him,01/01/2016,2.4,114
59,South Africa,F,Employment,Employed for cash,... if she burns the food,01/01/2016,0.6,114
59,South Africa,F,Employment,Employed for kind,... if she burns the food,01/01/2016,1.1,114
59,South Africa,F,Employment,Unemployed,... if she burns the food,01/01/2016,1.2,114
199,South Africa,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2016,2.1,114
199,South Africa,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2016,2.7,114
199,South Africa,F,Employment,Unemployed,... if she goes out without telling him,01/01/2016,2.1,114
269,South Africa,F,Employment,Employed for cash,... if she neglects the children,01/01/2016,3.1,114
269,South Africa,F,Employment,Employed for kind,... if she neglects the children,01/01/2016,8.6,114
269,South Africa,F,Employment,Unemployed,... if she neglects the children,01/01/2016,4.2,114
339,South Africa,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2016,0.8,114
339,South Africa,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2016,0.7,114
339,South Africa,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2016,1.1,114
409,South Africa,F,Marital status,Married or living together,... for at least one specific reason,01/01/2016,5.2,114
409,South Africa,F,Marital status,Never married,... for at least one specific reason,01/01/2016,5.6,114
409,South Africa,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2016,6.8,114
129,South Africa,F,Marital status,Married or living together,... if she argues with him,01/01/2016,2,114
129,South Africa,F,Marital status,Never married,... if she argues with him,01/01/2016,2.2,114
129,South Africa,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2016,3.1,114
59,South Africa,F,Marital status,Married or living together,... if she burns the food,01/01/2016,0.9,114
59,South Africa,F,Marital status,Never married,... if she burns the food,01/01/2016,1,114
59,South Africa,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2016,0.9,114
199,South Africa,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2016,2.4,114
199,South Africa,F,Marital status,Never married,... if she goes out without telling him,01/01/2016,1.8,114
199,South Africa,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2016,2.8,114
269,South Africa,F,Marital status,Married or living together,... if she neglects the children,01/01/2016,3.3,114
269,South Africa,F,Marital status,Never married,... if she neglects the children,01/01/2016,4,114
269,South Africa,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2016,5.7,114
339,South Africa,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2016,1,114
339,South Africa,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2016,0.8,114
339,South Africa,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2016,1.9,114
409,South Africa,F,Residence,Rural,... for at least one specific reason,01/01/2016,8.2,114
409,South Africa,F,Residence,Urban,... for at least one specific reason,01/01/2016,4.2,114
129,South Africa,F,Residence,Rural,... if she argues with him,01/01/2016,3.9,114
129,South Africa,F,Residence,Urban,... if she argues with him,01/01/2016,1.4,114
59,South Africa,F,Residence,Rural,... if she burns the food,01/01/2016,1.4,114
59,South Africa,F,Residence,Urban,... if she burns the food,01/01/2016,0.7,114
199,South Africa,F,Residence,Rural,... if she goes out without telling him,01/01/2016,3.2,114
199,South Africa,F,Residence,Urban,... if she goes out without telling him,01/01/2016,1.6,114
269,South Africa,F,Residence,Rural,... if she neglects the children,01/01/2016,5.5,114
269,South Africa,F,Residence,Urban,... if she neglects the children,01/01/2016,3,114
339,South Africa,F,Residence,Rural,... if she refuses to have sex with him,01/01/2016,1.5,114
339,South Africa,F,Residence,Urban,... if she refuses to have sex with him,01/01/2016,0.7,114
409,South Africa,M,Age,15-24,... for at least one specific reason,01/01/2016,13.5,114
409,South Africa,M,Age,25-34,... for at least one specific reason,01/01/2016,7.5,114
409,South Africa,M,Age,35-49,... for at least one specific reason,01/01/2016,5.7,114
129,South Africa,M,Age,15-24,... if she argues with him,01/01/2016,5.5,114
129,South Africa,M,Age,25-34,... if she argues with him,01/01/2016,3.2,114
129,South Africa,M,Age,35-49,... if she argues with him,01/01/2016,2.1,114
59,South Africa,M,Age,15-24,... if she burns the food,01/01/2016,2.3,114
59,South Africa,M,Age,25-34,... if she burns the food,01/01/2016,1.2,114
59,South Africa,M,Age,35-49,... if she burns the food,01/01/2016,1.4,114
199,South Africa,M,Age,15-24,... if she goes out without telling him,01/01/2016,3.2,114
199,South Africa,M,Age,25-34,... if she goes out without telling him,01/01/2016,3.5,114
199,South Africa,M,Age,35-49,... if she goes out without telling him,01/01/2016,4.6,114
269,South Africa,M,Age,15-24,... if she neglects the children,01/01/2016,9.9,114
269,South Africa,M,Age,25-34,... if she neglects the children,01/01/2016,4.5,114
269,South Africa,M,Age,35-49,... if she neglects the children,01/01/2016,2.8,114
339,South Africa,M,Age,15-24,... if she refuses to have sex with him,01/01/2016,2.1,114
339,South Africa,M,Age,25-34,... if she refuses to have sex with him,01/01/2016,0.9,114
339,South Africa,M,Age,35-49,... if she refuses to have sex with him,01/01/2016,1.7,114
409,South Africa,M,Education,Higher,... for at least one specific reason,01/01/2016,5.8,114
409,South Africa,M,Education,No education,... for at least one specific reason,01/01/2016,10.6,114
409,South Africa,M,Education,Primary,... for at least one specific reason,01/01/2016,11,114
409,South Africa,M,Education,Secondary,... for at least one specific reason,01/01/2016,9.4,114
129,South Africa,M,Education,Higher,... if she argues with him,01/01/2016,0.7,114
129,South Africa,M,Education,No education,... if she argues with him,01/01/2016,6.3,114
129,South Africa,M,Education,Primary,... if she argues with him,01/01/2016,6.3,114
129,South Africa,M,Education,Secondary,... if she argues with him,01/01/2016,3.7,114
59,South Africa,M,Education,Higher,... if she burns the food,01/01/2016,1.2,114
59,South Africa,M,Education,No education,... if she burns the food,01/01/2016,3.8,114
59,South Africa,M,Education,Primary,... if she burns the food,01/01/2016,3.2,114
59,South Africa,M,Education,Secondary,... if she burns the food,01/01/2016,1.5,114
199,South Africa,M,Education,Higher,... if she goes out without telling him,01/01/2016,1.7,114
199,South Africa,M,Education,No education,... if she goes out without telling him,01/01/2016,4.5,114
199,South Africa,M,Education,Primary,... if she goes out without telling him,01/01/2016,5.6,114
199,South Africa,M,Education,Secondary,... if she goes out without telling him,01/01/2016,3.7,114
269,South Africa,M,Education,Higher,... if she neglects the children,01/01/2016,3.2,114
269,South Africa,M,Education,No education,... if she neglects the children,01/01/2016,8.2,114
269,South Africa,M,Education,Primary,... if she neglects the children,01/01/2016,7.5,114
269,South Africa,M,Education,Secondary,... if she neglects the children,01/01/2016,6.2,114
339,South Africa,M,Education,Higher,... if she refuses to have sex with him,01/01/2016,0.7,114
339,South Africa,M,Education,No education,... if she refuses to have sex with him,01/01/2016,1.1,114
339,South Africa,M,Education,Primary,... if she refuses to have sex with him,01/01/2016,2.5,114
339,South Africa,M,Education,Secondary,... if she refuses to have sex with him,01/01/2016,1.6,114
409,South Africa,M,Employment,Employed for cash,... for at least one specific reason,01/01/2016,7.2,114
409,South Africa,M,Employment,Employed for kind,... for at least one specific reason,01/01/2016,,114
409,South Africa,M,Employment,Unemployed,... for at least one specific reason,01/01/2016,11.4,114
129,South Africa,M,Employment,Employed for cash,... if she argues with him,01/01/2016,2.4,114
129,South Africa,M,Employment,Employed for kind,... if she argues with him,01/01/2016,,114
129,South Africa,M,Employment,Unemployed,... if she argues with him,01/01/2016,5.1,114
59,South Africa,M,Employment,Employed for cash,... if she burns the food,01/01/2016,1.7,114
59,South Africa,M,Employment,Employed for kind,... if she burns the food,01/01/2016,,114
59,South Africa,M,Employment,Unemployed,... if she burns the food,01/01/2016,1.7,114
199,South Africa,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2016,3.1,114
199,South Africa,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2016,,114
199,South Africa,M,Employment,Unemployed,... if she goes out without telling him,01/01/2016,4.4,114
269,South Africa,M,Employment,Employed for cash,... if she neglects the children,01/01/2016,4.3,114
269,South Africa,M,Employment,Employed for kind,... if she neglects the children,01/01/2016,,114
269,South Africa,M,Employment,Unemployed,... if she neglects the children,01/01/2016,7.9,114
339,South Africa,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2016,1.6,114
339,South Africa,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2016,,114
339,South Africa,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2016,1.6,114
409,South Africa,M,Marital status,Married or living together,... for at least one specific reason,01/01/2016,4.7,114
409,South Africa,M,Marital status,Never married,... for at least one specific reason,01/01/2016,11.4,114
409,South Africa,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2016,8.8,114
129,South Africa,M,Marital status,Married or living together,... if she argues with him,01/01/2016,2,114
129,South Africa,M,Marital status,Never married,... if she argues with him,01/01/2016,4.6,114
129,South Africa,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2016,3.5,114
59,South Africa,M,Marital status,Married or living together,... if she burns the food,01/01/2016,0.8,114
59,South Africa,M,Marital status,Never married,... if she burns the food,01/01/2016,2.2,114
59,South Africa,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2016,1.2,114
199,South Africa,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2016,3.4,114
199,South Africa,M,Marital status,Never married,... if she goes out without telling him,01/01/2016,3.9,114
199,South Africa,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2016,4,114
269,South Africa,M,Marital status,Married or living together,... if she neglects the children,01/01/2016,2.8,114
269,South Africa,M,Marital status,Never married,... if she neglects the children,01/01/2016,7.5,114
269,South Africa,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2016,6.7,114
339,South Africa,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2016,0.8,114
339,South Africa,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2016,2,114
339,South Africa,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2016,0.7,114
409,South Africa,M,Residence,Rural,... for at least one specific reason,01/01/2016,14.9,114
409,South Africa,M,Residence,Urban,... for at least one specific reason,01/01/2016,6.6,114
129,South Africa,M,Residence,Rural,... if she argues with him,01/01/2016,7.1,114
129,South Africa,M,Residence,Urban,... if she argues with him,01/01/2016,2.2,114
59,South Africa,M,Residence,Rural,... if she burns the food,01/01/2016,2.7,114
59,South Africa,M,Residence,Urban,... if she burns the food,01/01/2016,1.2,114
199,South Africa,M,Residence,Rural,... if she goes out without telling him,01/01/2016,6,114
199,South Africa,M,Residence,Urban,... if she goes out without telling him,01/01/2016,2.7,114
269,South Africa,M,Residence,Rural,... if she neglects the children,01/01/2016,10.1,114
269,South Africa,M,Residence,Urban,... if she neglects the children,01/01/2016,4.2,114
339,South Africa,M,Residence,Rural,... if she refuses to have sex with him,01/01/2016,2.6,114
339,South Africa,M,Residence,Urban,... if she refuses to have sex with him,01/01/2016,1.1,114
410,Tajikistan,F,Age,15-24,... for at least one specific reason,01/01/2017,55.7,125
410,Tajikistan,F,Age,25-34,... for at least one specific reason,01/01/2017,69.7,125
410,Tajikistan,F,Age,35-49,... for at least one specific reason,01/01/2017,66.5,125
130,Tajikistan,F,Age,15-24,... if she argues with him,01/01/2017,44.5,125
130,Tajikistan,F,Age,25-34,... if she argues with him,01/01/2017,58.2,125
130,Tajikistan,F,Age,35-49,... if she argues with him,01/01/2017,55.5,125
60,Tajikistan,F,Age,15-24,... if she burns the food,01/01/2017,25,125
60,Tajikistan,F,Age,25-34,... if she burns the food,01/01/2017,35,125
60,Tajikistan,F,Age,35-49,... if she burns the food,01/01/2017,29.3,125
200,Tajikistan,F,Age,15-24,... if she goes out without telling him,01/01/2017,43.4,125
200,Tajikistan,F,Age,25-34,... if she goes out without telling him,01/01/2017,58.3,125
200,Tajikistan,F,Age,35-49,... if she goes out without telling him,01/01/2017,53.5,125
270,Tajikistan,F,Age,15-24,... if she neglects the children,01/01/2017,43.1,125
270,Tajikistan,F,Age,25-34,... if she neglects the children,01/01/2017,55.3,125
270,Tajikistan,F,Age,35-49,... if she neglects the children,01/01/2017,52.4,125
340,Tajikistan,F,Age,15-24,... if she refuses to have sex with him,01/01/2017,19.6,125
340,Tajikistan,F,Age,25-34,... if she refuses to have sex with him,01/01/2017,33.1,125
340,Tajikistan,F,Age,35-49,... if she refuses to have sex with him,01/01/2017,28.4,125
410,Tajikistan,F,Education,Higher,... for at least one specific reason,01/01/2017,51.7,125
410,Tajikistan,F,Education,No education,... for at least one specific reason,01/01/2017,66,125
410,Tajikistan,F,Education,Primary,... for at least one specific reason,01/01/2017,67.7,125
410,Tajikistan,F,Education,Secondary,... for at least one specific reason,01/01/2017,66,125
130,Tajikistan,F,Education,Higher,... if she argues with him,01/01/2017,40.9,125
130,Tajikistan,F,Education,No education,... if she argues with him,01/01/2017,57.8,125
130,Tajikistan,F,Education,Primary,... if she argues with him,01/01/2017,55.8,125
130,Tajikistan,F,Education,Secondary,... if she argues with him,01/01/2017,54.6,125
60,Tajikistan,F,Education,Higher,... if she burns the food,01/01/2017,19.2,125
60,Tajikistan,F,Education,No education,... if she burns the food,01/01/2017,41.7,125
60,Tajikistan,F,Education,Primary,... if she burns the food,01/01/2017,40.2,125
60,Tajikistan,F,Education,Secondary,... if she burns the food,01/01/2017,31.1,125
200,Tajikistan,F,Education,Higher,... if she goes out without telling him,01/01/2017,36.2,125
200,Tajikistan,F,Education,No education,... if she goes out without telling him,01/01/2017,61.6,125
200,Tajikistan,F,Education,Primary,... if she goes out without telling him,01/01/2017,59,125
200,Tajikistan,F,Education,Secondary,... if she goes out without telling him,01/01/2017,54.1,125
270,Tajikistan,F,Education,Higher,... if she neglects the children,01/01/2017,36.6,125
270,Tajikistan,F,Education,No education,... if she neglects the children,01/01/2017,58.3,125
270,Tajikistan,F,Education,Primary,... if she neglects the children,01/01/2017,56.8,125
270,Tajikistan,F,Education,Secondary,... if she neglects the children,01/01/2017,52.4,125
340,Tajikistan,F,Education,Higher,... if she refuses to have sex with him,01/01/2017,16.5,125
340,Tajikistan,F,Education,No education,... if she refuses to have sex with him,01/01/2017,41.7,125
340,Tajikistan,F,Education,Primary,... if she refuses to have sex with him,01/01/2017,32.4,125
340,Tajikistan,F,Education,Secondary,... if she refuses to have sex with him,01/01/2017,28.3,125
410,Tajikistan,F,Employment,Employed for cash,... for at least one specific reason,01/01/2017,58.3,125
410,Tajikistan,F,Employment,Employed for kind,... for at least one specific reason,01/01/2017,63.6,125
410,Tajikistan,F,Employment,Unemployed,... for at least one specific reason,01/01/2017,65.1,125
130,Tajikistan,F,Employment,Employed for cash,... if she argues with him,01/01/2017,46.9,125
130,Tajikistan,F,Employment,Employed for kind,... if she argues with him,01/01/2017,51.3,125
130,Tajikistan,F,Employment,Unemployed,... if she argues with him,01/01/2017,53.9,125
60,Tajikistan,F,Employment,Employed for cash,... if she burns the food,01/01/2017,24.9,125
60,Tajikistan,F,Employment,Employed for kind,... if she burns the food,01/01/2017,25.1,125
60,Tajikistan,F,Employment,Unemployed,... if she burns the food,01/01/2017,31.2,125
200,Tajikistan,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2017,45.7,125
200,Tajikistan,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2017,51.2,125
200,Tajikistan,F,Employment,Unemployed,... if she goes out without telling him,01/01/2017,52.9,125
270,Tajikistan,F,Employment,Employed for cash,... if she neglects the children,01/01/2017,44.1,125
270,Tajikistan,F,Employment,Employed for kind,... if she neglects the children,01/01/2017,51.5,125
270,Tajikistan,F,Employment,Unemployed,... if she neglects the children,01/01/2017,51.5,125
340,Tajikistan,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2017,22.3,125
340,Tajikistan,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2017,23.7,125
340,Tajikistan,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2017,28.1,125
410,Tajikistan,F,Marital status,Married or living together,... for at least one specific reason,01/01/2017,70.1,125
410,Tajikistan,F,Marital status,Never married,... for at least one specific reason,01/01/2017,43.4,125
410,Tajikistan,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2017,59.5,125
130,Tajikistan,F,Marital status,Married or living together,... if she argues with him,01/01/2017,59.3,125
130,Tajikistan,F,Marital status,Never married,... if she argues with him,01/01/2017,30.8,125
130,Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2017,47,125
60,Tajikistan,F,Marital status,Married or living together,... if she burns the food,01/01/2017,33.4,125
60,Tajikistan,F,Marital status,Never married,... if she burns the food,01/01/2017,17.6,125
60,Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2017,27.6,125
200,Tajikistan,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2017,58.4,125
200,Tajikistan,F,Marital status,Never married,... if she goes out without telling him,01/01/2017,29.5,125
200,Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2017,46.4,125
270,Tajikistan,F,Marital status,Married or living together,... if she neglects the children,01/01/2017,55.7,125
270,Tajikistan,F,Marital status,Never married,... if she neglects the children,01/01/2017,31.5,125
270,Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2017,48.5,125
340,Tajikistan,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2017,32.3,125
340,Tajikistan,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2017,8.3,125
340,Tajikistan,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2017,27.7,125
410,Tajikistan,F,Residence,Rural,... for at least one specific reason,01/01/2017,66.4,125
410,Tajikistan,F,Residence,Urban,... for at least one specific reason,01/01/2017,55.1,125
130,Tajikistan,F,Residence,Rural,... if she argues with him,01/01/2017,54.7,125
130,Tajikistan,F,Residence,Urban,... if she argues with him,01/01/2017,45.1,125
60,Tajikistan,F,Residence,Rural,... if she burns the food,01/01/2017,31.6,125
60,Tajikistan,F,Residence,Urban,... if she burns the food,01/01/2017,23.5,125
200,Tajikistan,F,Residence,Rural,... if she goes out without telling him,01/01/2017,54.8,125
200,Tajikistan,F,Residence,Urban,... if she goes out without telling him,01/01/2017,41,125
270,Tajikistan,F,Residence,Rural,... if she neglects the children,01/01/2017,52.7,125
270,Tajikistan,F,Residence,Urban,... if she neglects the children,01/01/2017,41.7,125
340,Tajikistan,F,Residence,Rural,... if she refuses to have sex with him,01/01/2017,28.7,125
340,Tajikistan,F,Residence,Urban,... if she refuses to have sex with him,01/01/2017,20.7,125
410,Tajikistan,M,Age,15-24,... for at least one specific reason,01/01/2017,,125
410,Tajikistan,M,Age,25-34,... for at least one specific reason,01/01/2017,,125
410,Tajikistan,M,Age,35-49,... for at least one specific reason,01/01/2017,,125
130,Tajikistan,M,Age,15-24,... if she argues with him,01/01/2017,,125
130,Tajikistan,M,Age,25-34,... if she argues with him,01/01/2017,,125
130,Tajikistan,M,Age,35-49,... if she argues with him,01/01/2017,,125
60,Tajikistan,M,Age,15-24,... if she burns the food,01/01/2017,,125
60,Tajikistan,M,Age,25-34,... if she burns the food,01/01/2017,,125
60,Tajikistan,M,Age,35-49,... if she burns the food,01/01/2017,,125
200,Tajikistan,M,Age,15-24,... if she goes out without telling him,01/01/2017,,125
200,Tajikistan,M,Age,25-34,... if she goes out without telling him,01/01/2017,,125
200,Tajikistan,M,Age,35-49,... if she goes out without telling him,01/01/2017,,125
270,Tajikistan,M,Age,15-24,... if she neglects the children,01/01/2017,,125
270,Tajikistan,M,Age,25-34,... if she neglects the children,01/01/2017,,125
270,Tajikistan,M,Age,35-49,... if she neglects the children,01/01/2017,,125
340,Tajikistan,M,Age,15-24,... if she refuses to have sex with him,01/01/2017,,125
340,Tajikistan,M,Age,25-34,... if she refuses to have sex with him,01/01/2017,,125
340,Tajikistan,M,Age,35-49,... if she refuses to have sex with him,01/01/2017,,125
410,Tajikistan,M,Education,Higher,... for at least one specific reason,01/01/2017,,125
410,Tajikistan,M,Education,No education,... for at least one specific reason,01/01/2017,,125
410,Tajikistan,M,Education,Primary,... for at least one specific reason,01/01/2017,,125
410,Tajikistan,M,Education,Secondary,... for at least one specific reason,01/01/2017,,125
130,Tajikistan,M,Education,Higher,... if she argues with him,01/01/2017,,125
130,Tajikistan,M,Education,No education,... if she argues with him,01/01/2017,,125
130,Tajikistan,M,Education,Primary,... if she argues with him,01/01/2017,,125
130,Tajikistan,M,Education,Secondary,... if she argues with him,01/01/2017,,125
60,Tajikistan,M,Education,Higher,... if she burns the food,01/01/2017,,125
60,Tajikistan,M,Education,No education,... if she burns the food,01/01/2017,,125
60,Tajikistan,M,Education,Primary,... if she burns the food,01/01/2017,,125
60,Tajikistan,M,Education,Secondary,... if she burns the food,01/01/2017,,125
200,Tajikistan,M,Education,Higher,... if she goes out without telling him,01/01/2017,,125
200,Tajikistan,M,Education,No education,... if she goes out without telling him,01/01/2017,,125
200,Tajikistan,M,Education,Primary,... if she goes out without telling him,01/01/2017,,125
200,Tajikistan,M,Education,Secondary,... if she goes out without telling him,01/01/2017,,125
270,Tajikistan,M,Education,Higher,... if she neglects the children,01/01/2017,,125
270,Tajikistan,M,Education,No education,... if she neglects the children,01/01/2017,,125
270,Tajikistan,M,Education,Primary,... if she neglects the children,01/01/2017,,125
270,Tajikistan,M,Education,Secondary,... if she neglects the children,01/01/2017,,125
340,Tajikistan,M,Education,Higher,... if she refuses to have sex with him,01/01/2017,,125
340,Tajikistan,M,Education,No education,... if she refuses to have sex with him,01/01/2017,,125
340,Tajikistan,M,Education,Primary,... if she refuses to have sex with him,01/01/2017,,125
340,Tajikistan,M,Education,Secondary,... if she refuses to have sex with him,01/01/2017,,125
410,Tajikistan,M,Employment,Employed for cash,... for at least one specific reason,01/01/2017,,125
410,Tajikistan,M,Employment,Employed for kind,... for at least one specific reason,01/01/2017,,125
410,Tajikistan,M,Employment,Unemployed,... for at least one specific reason,01/01/2017,,125
130,Tajikistan,M,Employment,Employed for cash,... if she argues with him,01/01/2017,,125
130,Tajikistan,M,Employment,Employed for kind,... if she argues with him,01/01/2017,,125
130,Tajikistan,M,Employment,Unemployed,... if she argues with him,01/01/2017,,125
60,Tajikistan,M,Employment,Employed for cash,... if she burns the food,01/01/2017,,125
60,Tajikistan,M,Employment,Employed for kind,... if she burns the food,01/01/2017,,125
60,Tajikistan,M,Employment,Unemployed,... if she burns the food,01/01/2017,,125
