rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
85,Airport Professions: Fascinating games,53661,10.0 M,4.29,0.7,1.6,0,GAME EDUCATIONAL,40785,2714,1789,1620,6751,FALSE
86,"Colors for Kids, Toddlers, Babies - Learning Game",52947,10.0 M,4.01,5.6,12.3,0,GAME EDUCATIONAL,32205,6155,4399,3142,7043,FALSE
87,Masha and the Bear: Good Night!,52165,10.0 M,4.12,2.4,5.1,0,GAME EDUCATIONAL,36434,3309,2352,2173,7895,FALSE
88,Animals Farm For Kids,51577,5.0 M,4.62,0.1,0.4,0,GAME EDUCATIONAL,41757,5069,1859,579,2309,FALSE
89,My Little Princess Castle - Playhouse & Girls Game,51147,10.0 M,4.23,3.9,9,0,GAME EDUCATIONAL,36374,4253,2676,1576,6265,FALSE
90,Английский для Начинающих: LinDuo HD,50859,1.0 M,4.82,4.5,8.3,0,GAME EDUCATIONAL,44723,4611,707,288,527,FALSE
91,Central Hospital Stories,50523,10.0 M,3.71,5.6,13.6,0,GAME EDUCATIONAL,28316,4216,3837,3368,10784,FALSE
92,Little Panda’s Space Kitchen - Kids Cooking,50320,10.0 M,4.2,4130.4,8.1,0,GAME EDUCATIONAL,36062,3285,2489,1961,6521,FALSE
93,"Fairy Tales ~ Children’s Books, Stories and Games",50087,1.0 M,4.49,0.5,0.9,0,GAME EDUCATIONAL,37257,6717,2401,932,2778,FALSE
94,Funny Food educational games for kids toddlers,49846,10.0 M,4.17,4.9,9.5,0,GAME EDUCATIONAL,33433,5470,2999,2092,5849,FALSE
95,"Baby Phone - Games for Family, Parents and Babies",49415,5.0 M,4.33,0,0,0,GAME EDUCATIONAL,31361,10000,4066,1049,2937,FALSE
96,Madagascar Surf n' Slides Free,49288,5.0 M,4,0,0,0,GAME EDUCATIONAL,30717,4685,4345,2307,7232,FALSE
97,My Town : Grandparents Play home Fun Life Game,49223,5.0 M,4.2,14.1,103.9,0,GAME EDUCATIONAL,34402,4107,2829,1980,5902,FALSE
98,Baby Panda's Town: My Dream,48792,10.0 M,4.3,4.9,11.4,0,GAME EDUCATIONAL,36202,3349,2282,1525,5432,FALSE
99,Sweet Baby Girl Summer Fun 2 - Sunny Makeover Game,48762,10.0 M,4.13,3.2,7.3,0,GAME EDUCATIONAL,33603,3485,2838,2051,6782,FALSE
100,Sweet Baby Girl Daycare,48699,10.0 M,4.16,0.1,0.2,0,GAME EDUCATIONAL,33325,3995,3406,1638,6333,FALSE
1,Tiles Hop: EDM Rush!,2280709,100.0 M,4.31,4,9.3,0,GAME MUSIC,1657744,206783,119112,70162,226906,FALSE
2,Magic Tiles 3,2246262,100.0 M,4.13,3.1,6.6,0,GAME MUSIC,1508894,209730,143330,85550,298755,FALSE
3,My Singing Monsters,1353138,10.0 M,4.6,0.3,0.7,0,GAME MUSIC,1089404,129231,50394,21723,62384,FALSE
4,Piano Free - Keyboard with Magic Tiles Music Games,1272670,100.0 M,4.09,0.4,0.9,0,GAME MUSIC,856088,112720,67624,35566,200669,FALSE
5,Just Dance Now,1083655,10.0 M,3.89,0.5,1.2,0,GAME MUSIC,636480,121675,81459,52725,191313,FALSE
6,Dream Piano - Music Game,660119,50.0 M,4.43,0.2,0.5,0,GAME MUSIC,494049,66399,35831,17337,46499,FALSE
7,Rock Hero,639715,50.0 M,4.22,0,0.1,0,GAME MUSIC,417024,83532,63936,16283,58937,FALSE
8,Dancing Road: Color Ball Run!,636362,100.0 M,4.08,2.7,7.5,0,GAME MUSIC,413438,64995,42566,27709,87651,FALSE
9,"Real Guitar Free - Chords, Tabs & Simulator Games",604697,50.0 M,3.76,0.4,0.9,0,GAME MUSIC,345647,57138,43941,24981,132988,FALSE
10,Cytus,570211,5.0 M,4.58,0.1,0.2,0,GAME MUSIC,463716,47774,17694,9966,31059,FALSE
11,DEEMO,551373,5.0 M,4.65,0.1,0.3,0,GAME MUSIC,460854,43281,16062,7751,23423,FALSE
12,SongPop,403138,10.0 M,4.36,0,0,0,GAME MUSIC,278623,59735,23680,12184,28913,FALSE
13,Piano Kids - Music & Songs,374680,100.0 M,4.37,4.4,9.5,0,GAME MUSIC,278773,34133,16966,10812,33993,FALSE
14,Piano Music Go 2020: EDM Piano Games,374105,50.0 M,4.37,2.1,4.9,0,GAME MUSIC,275763,36288,19470,10782,31799,FALSE
